sim,risk_difference,b,c,p_value,significant
687,0.10000000000000003,88,56,0.009543281732431077,True
688,0.10000000000000003,81,49,0.00632868451075427,True
689,0.10000000000000003,84,52,0.007623827173866254,True
690,0.10000000000000003,89,57,0.010056475566925294,True
691,0.10000000000000003,90,58,0.010582643402853352,True
692,0.10000000000000003,85,53,0.008083354723191848,True
693,0.10000000000000003,90,58,0.010582643402853352,True
694,0.10000000000000003,93,61,0.012237048519511287,True
695,0.10000000000000003,86,54,0.008556547961075816,True
696,0.10000000000000003,79,47,0.005536025163897779,True
697,0.10000000000000003,88,56,0.009543281732431077,True
698,0.10000000000000003,89,57,0.010056475566925294,True
699,0.10000000000000003,88,56,0.009543281732431077,True
